,Unnamed: 0,id,tweet,subtask_a
2904,2905,94070,"@USER Det er forbløffende, hvordan demokraterne altid fører i CNN-afstemningerne. Alle de liberale lever for er de afstemninger, de kontrollerer. Venstre er sindssyg.",OFF
2906,2907,41414,"@USER Jeg sværger. Jeg er så glad for, at min fede røv aldrig drukket den lort. Jeg prøver at være slank, men ikke crackhead slank🙇🏾‍♀️",OFF
2907,2908,74066,@USER @USER Men præsidenten. Han er så DÅRLIG!,OFF
2911,2912,55515,#Liberals + # Conservatives = #neoliberalism &amp; #Globalization &amp; all its discontents: # PPP- # Corporate Welfare-Dilution of #Constitutional Rights / Freedoms &amp; # Justice- # SocioPoliEconFinancial #Corruption &amp; PARTICRATIC #Collusion of # cdnpoli / ticians for 1% ers! URL,OFF
2913,2914,35033,"#Kavanaugh kan ikke gå ud af nomineringen. Han kunne ikke vende tilbage til #DCCircuit uden nogen følger. Denne afgift vil følge ham. Når Dems overtager kongressen, VIL de starte undersøgelser. Konservative, der lyver for at få dommer, vil blive anklaget for høje forbrydelser og forseelser &quot;&quot;",OFF
2914,2915,37604,"@USER Trist del er Hun ved, at hun er syg ... Hun ved, hvad hun laver .. Hun har været en skæve hele sit liv ... Hun er en meget syg kvinde .. Gud har nåden sin sjæl ..",OFF
2915,2916,38370,"@USER Så faen hvad. Det betyder ikke noget, om de fandt Røde Døde Hav eller oberstens hemmelige opskrift. Denne mand skal ikke være død, men han skyldes den anden uvidende uagtsomhed.",OFF
2917,2918,39167,@USER @USER Lige hvad en kommunist ville gøre! Ødelægger Amerika! Lås ham op! TRUMP2020 MAGA! 😎🇺🇸,OFF
2920,2921,47425,"@USER Og på en eller anden måde er Trump guddommelig profeti, som han hjælper dem med alle de vidunderlige ting, de ville fjerne fra kvinder ... Fuck Religion. 2",OFF
2922,2923,64008,@USER BITCH JEG TOOK FIRE ÅR FOR JDKDKDD,OFF
2924,2925,42258,@USER @USER Men flygtninge! Marijuana! Peoplekind! Våben kontrol!,OFF
2928,2929,67453,@USER @USER Lad ikke døren ramme dig ...,OFF
2931,2932,18696,"@USER Kerry er så fuld af lort, at han undergraver ting, og han ved det! Iran-debaklen er hans baby, og han vil beholde den, uanset hvad det koster !!!!!!!!",OFF
2932,2933,95210,"@USER Hvis medierne holder op med at rapportere, hvad der sker på The View &quot;, forsvinder det måske fra synet. Hvis det konservative Amerika ville vide, hvad disse ubalancerede stemmer havde at sige, ville vi se det. Resten af os er travlt med at se fortovet til bådplads der af Hollywood-liberale. &quot;",OFF
2933,2934,65340,@USER Alternativ: mennesker døde i PR på grund af en freakin HURRICANE du halvt vidd,OFF
2934,2935,99778,"@USER Hvordan fungerer hendes GO FUND ME &quot;side, Kamala rama lama ding-dong? Jeg tror, du, Anita, eller er det Antifa? Venstre er væk fra skinnerne og kører ned ad bakke med en masse fuld af skit. Bliv ved med at drikke, og ryger dine medicin. &quot;",OFF
2939,2940,71504,@USER Antifa har brug for en god ole boy røv ...,OFF
2940,2941,40154,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Eller der er en helt rimelig forklaring på, hvorfor vores egen F @ USER GOV&#39;T løj for sine kigger om et fly, der rammer femkantet, som helt klart er et missil ......... 👇🏼👇🏼👇🏼👇🏼👇🏼 👇🏼👇🏼👇🏼👇🏼 URL",OFF
2941,2942,21829,"4,5 millioner børn i fattigdom, et skruet Universal Credit-system Brexitshambles en økonomi, der svimler på randen ... listen er uendelig, og den fælles faktor&gt; @USER bygger et land, der passer til ingenting",OFF
2942,2943,48061,@USER @USER @USER Snefnug er liberale,OFF
2944,2945,18519,@USER @USER lort ode,OFF
2945,2946,28660,@USER @USER @USER @USER Forkert ... Vi sender en anden gigantisk F .... dig til Venstre ... 😉,OFF
2950,2951,79057,"@USER Trump kaldte Trudeau meget uærlig og svag &quot;og de konservative glæder sig. Konservative i Canada er Trump-tilhængere. De vil acceptere eventuelle krummer, der falder ned fra Trumps bord.&quot;",OFF
2951,2952,60881,"@USER Jeg elskede hende siden sejrrig. Hun var min første pige, men da jeg først hørte Vejen blev jeg en hardcore stan.",OFF
2952,2953,11409,"@USER @USER @USER @USER Ikke en konservativ. Antifa er en venstreorienteret terrorgruppe, der bruger fascistiske taktikker og vold for at dæmpe modstridende synspunkter. De er IKKE ANSVARLIGE end de &quot;Sturmabteilung&quot; brune skjorter. Thugs. URL",OFF
2954,2955,69682,"@USER hvorfor ingen vidner? Hun rapporterede det TIDIGT! Det er indlysende, at sandheden ikke er din prioritet. Der er andre kvalificerede konservative dommere. Hvorfor skubbe ham? Er det fordi din &quot;præsident&quot; er i lovlig fare, og denne dommer mener, at en siddende POTUS er uberørt? URL",OFF
2956,2957,52292,"Tak, fordi du stod for DECENCY. Den liberale venstreside har op til sin samme OLD-taktik. LIGER kl. 11. time fra LEFTY Liberale hatere. Denne historie stinker udefra i @USER #MAGA #tcot @USER @USER @USER @USER @USER @USER @USER URL",OFF
2961,2962,56493,"@USER Vi ved i det mindste nu, hvorfor hun kaldes prinsesse toadstool",OFF
2962,2963,31046,"@USER @USER @USER @USER Bridget, der er en anden Crazy One! Helt korrekt! Hun er en rod! og hvad hun gjorde med vores præsident med hovedet i hånden! Hun skulle have været i fængsel for det! Hun er en MONSTER! URL",OFF
2963,2964,11156,@USER Han er en feje.,OFF
2964,2965,30464,"@USER Efter at have set hele kampen og kontroversen er Serena heldig, at hun ikke fik en matig adfærd. Hun er så ked af det, at dommeren. Ville give hende en advarsel for sin coachcoaching &quot;som han endda indrømmede. Dommeren gjorde intet galt, han håndhævede reglen og Serena gjorde det ligesom det.&quot;",OFF
2965,2966,14512,"@USER @USER WTF ??! Hun er en .... Jeg sagde, at jeg håber, at trumfer doc rots, men ingen bemærkede ... åh yah, jeg mærkede ham også ... Jeg kan bedre tone pikken, der falder af. Det sker snart nok !!!! 🤭🤔😂",OFF
2967,2968,88097,@USER Du er afskyelig,OFF
2968,2969,77994,"@USER Ja, du forfølger. Det er hvad en underlig ville gøre. Hvis mine tweets over videospil sårer dine følelser, skal du gå videre og blokere mig. lol",OFF
2971,2972,42410,"#MAGA I uvidende dupes. Alle ved, at dette bare ikke er sandt. URL",OFF
2972,2973,69456,@USER @USER Jeg elsker @USER !! @USER stop din racistiske censur nu !!,OFF
2980,2981,57952,"@USER haaaaaa fordi det aldrig er sket, så hvis I tweeter lort, skal du sørge for, at det er kendt kid",OFF
2981,2982,21095,@USER Udstilling A for venstre yderste irrationalitet. Respekt og støtte til kvinder .... Jeg tror ikke !!,OFF
2982,2983,80516,"#RSSReachesOut Dette ene trin ved RSS kan vise fornemmelsen af nationalisme, det har, når andre UrbanNaxals kollaborerer med hinanden kun for at rive Indien fra hinanden. @USER @USER @USER @USER arbejder så hårdt for Indiens undergang. Skam de liberale",OFF
2985,2986,40152,"@USER Det generer mig, fordi jeg føler, at den, der stadig støtter ham, er lige så racistisk som han. Jeg er halv sort og mine døtre og datter er sorte, så jeg kan ikke forstå, hvordan min familie ikke ser noget galt med at støtte ham.",OFF
2995,2996,74376,. @USER @USER @USER Falske konservative og deres falske forargelse over URL-budgettet for svig i budgettet,OFF
2998,2999,99729,"@USER @USER faktisk fik vi pistolkontrol og kanonfangere, der dansede på deres grave umiddelbart med det til politisk foder. Anklager NRA i stedet for at fjerne Sheriff &amp; RUNCIE, der fik betalt af Obamas løfteprogram for ikke at ankomme børn b / c, det var RACIST &quot;&quot;",OFF
3000,3001,32734,@USER Hun er en sand idiot !! Virkelig skræmmende mennesker vil stemme hende til DC i november !!!,OFF
3001,3002,98440,"@USER @USER Knus ham Beto !!! Få ham til at ligne den idiot, han er.",OFF
3002,3003,41563,@USER FUCK,OFF
3003,3004,73784,@USER Bådmængde skit!,OFF
3010,3011,24484,"@USER @USER Dette er en stor aftale. Hatch skal være flov. Åh, ja, han er senil og kan ikke finde badeværelset af sig selv.",OFF
3014,3015,26457,"@USER Glad 1. fødselsdag til Savage (Sange fra en brudt verden)! Denne gang første år faldt det ind i min dør og forbandt gjorde det noget lort! 🎶 Lidt vidste vi alle, hvor turen det skulle tage dig og os som fans på. Tak for dette mesterværk! #garynuman #Savage # no2album URL",OFF
3016,3017,43322,"@USER @USER TRUMP ER EN FUCKING ASSHOLE, OG HVIS DU Tænker på anden måde end din IDIOT. MINE VENNER I PR HURT. Du er den, der behøver at blive uddannet. Jeg uddanner mig hver dag jeg taler til dem hver dag. SÅ STFU",OFF
3022,3023,38116,"@USER @USER Undskyld mig? De fik, hvad de havde før orkanen. Forventer kanalhuse, da du havde lænet dig og forventede ærefulde mennesker som Trump med den korruption, de fortsætter med at stemme i?!? Vågn op. Han skyller sumpen her, og de er nødt til at skylle deres sump der.",OFF
3027,3028,31480,@USER God .. hun er den der ser sexist ud,OFF
3028,3029,40051,"@USER @USER @USER @USER Du er en skam, der forsvarer de forkerte handlinger af ANC umdala kangaka yhuuu",OFF
3029,3030,43269,"Ms Fords har begået en #MAGA-fejl! Hvordan vil hun undslippe sandheden, som vil være, at hendes ubrukelige løgn ikke stopper USA fra #ConfirmJudgeKavanaugh #MondayMotivaton #MAGA # WWG1WGA #WalkAway # WalkAwayFromDemocrats2018 URL",OFF
3030,3031,42226,"@USER @USER @USER @USER @USER @USER Hvis du hævder, at den ambulance chaser er i noget som helst af en genert, er du en fjols større end han er",OFF
3031,3032,98465,@USER omg fuck vores liv sis,OFF
3033,3034,74744,@USER Og de skulle have konsekvenser.,OFF
3035,3036,16097,"@USER @USER Ved Nicki endda, hvem hun er ??? Dreamdoll en hel mobbe",OFF
3040,3041,76049,"@USER Tak Vince Du fucker. Ingen grund til at holde ud og chancen for, at klienter går glip af det.",OFF
3046,3047,49396,"@USER @USER Men det er ikke praktisk for demokrater, der skal ødelægge en mand foran sin kone og børn af hensyn til magt - magt, der giver dem mulighed for at våben FBI - CIA-NSA -IRS- alt sammen brugt mod konservative!",OFF
3049,3050,93004,"@USER @USER De stinkende medier siger, at Antifa og Code Pink er sorte radikaler ... hver eneste jeg nogensinde har set var en racistisk hvid demokrat og de bebrejder deres vold mod sorte ..... dårlige ting",OFF
3053,3054,44210,"@USER Albummet var kedeligt for mig way hvordan hans røv tog for evigt at gøre det, og det var ikke engang tæt på alt det djsjsjjs jeg IKKE kunne",OFF
3065,3066,66826,"@USER @USER Alle 20 af dem! Næppe et problem, indtil Antifa af hundreder dukkede op ... for hvad! At oprør og ødelægge !!!",OFF
3066,3067,54062,@USER Al denne opdeling i vores nation er fuldstændig vrøvl.,OFF
3067,3068,69586,@USER ME BITCH JEG VIL,OFF
3068,3069,25306,"@USER Det, de ikke klar over, er, at hvis selv 10% af Trump-tilhængere beslutter at bruge magt til at protestere som den lurvede venstrefløj gør det nu, vil det være som White Sleeves og Antifa sojadreng. De ønsker virkelig ikke at opretholde dette niveau af retorik.",OFF
3074,3075,48012,@USER Hey damer ser på dig på lørdag aften med Jesse fortsætter det gode arbejde og din ret til Jon Voight han er en guds mand og velsigne sit hjerte for at stå op for præsidenten mener onde mennesker ud deres som er gale og farlige vi alle ønsker håb og forandring for Amerika,OFF
3078,3079,97762,@USER Klatrer op i diagrammerne i Christian Music ... kun for at visne som en figen på et træ som en falsk profet. Det er @USER,OFF
3082,3083,52678,@USER Fuck min dårlige leslie jeg def tilføjet dig tho! Lmao im give det til ypu nu,OFF
3084,3085,25145,"@USER Lad mig gætte, at de er et offer for omstændigheder. Men forby det ikke, hvis de blev skudt for at have frarøvet stedet, ville alle jeres liberale liberale skrige våbenskontrol. Hvad med børnekontrol eller opdragelsesstyring af selvkontrol.",OFF
3089,3090,37925,@USER @USER TJENER BASTARDERNE RETT!,OFF
3092,3093,49493,@USER Ja tæve 😭😭😭😭,OFF
3095,3096,85087,"Måske i 2020 (hvis Trump stadig er i nærheden) vil den demokratiske udfordrer invitere alle de kvinder, Trump har truet eller voldtaget til debatterne. #Fear #BobWoodward #The Resistance #MAGAts #MAGA URL",OFF
3099,3100,65285,"@USER @USER @USER @USER @USER @USER Ingen ønsker at tage dine kanoner, vi vil bare have pistolkontrol over hvilke kanoner vi tillader at du har &quot;.&quot;",OFF
3100,3101,43009,"@USER yeap, hun er politisk en halt and, der allerede er død politisk",OFF
3102,3103,29565,@USER Godt at se din vært for Emmys &#39;bombede. Synes kun liberaler som ingen humor. Du bliver ikke spurgt tilbage. Karriere morder. Du bedømte Da tanking Bomb. Gå nu fejre med dine liberale venner.,OFF
3105,3106,52026,@USER Du er sexet som fuck babygirl🔥🔥🔥,OFF
3107,3108,19813,@USER Du er falske nyheder,OFF
3108,3109,68918,@USER @USER Han mister sindet,OFF
3111,3112,62509,"#Republikanerens moral er stærkere end #Demokrat # Liberaler Bevist ved at forsøge at forhindre liberale i at abortere sig selv ud af eksistensen. Det er den rigtige ting at gøre Selvom det at give dem mulighed for at dræbe deres unge, så naturligt valg ville vinde mere # MAGA # KAG &quot;",OFF
3112,3113,50295,"@USER Ummm du kan ikke høre, hvad hun hører, fordi du ikke er flagermus, der er skør som hun er.",OFF
3118,3119,21422,@USER @USER Hun er dickmatized,OFF
3119,3120,62905,". @ BRUGER ALLE, JEG SKAL SIGE ER JEG #SmagTheBARBIERAINBOW &amp; ansigtsudtryk var alt, hvad jeg ser dig 👀 #ROMAN DENNE VIDEO VAR #LEGENDAR DU ER EN FUCKING #ICON #BarbieDreamsVIDEO URL",OFF
3121,3122,32524,@USER Han er langt mere uhyggelig og siger måde mere dumme ting URL,OFF
3126,3127,48660,@USER kom spiser mig 🤤😍🍽😖,OFF
3128,3129,99216,"@USER skal du fordømme antifa og BLM, der udviser had og frygt over for politiet",OFF
3136,3137,83756,"@USER Ford er en løgner og en ultra venstreradikal radikal, der arbejder med George Soros &amp; andre som Antifa &amp; Dem-partiet har kendt det hele tiden.",OFF
3146,3147,60989,@USER @USER @USER Hun er en vandrende talende løgn .. det er derfor.,OFF
3147,3148,41059,"@USER Stop med at sige det her, du skal ikke gøre det shrio du er nødt til at bekæmpe denne depression, du kan ikke lade det tage dig halvdelen af mit liv var mig som skjulte mine følelser alle troede jeg var glad, men inderst inde ville jeg afslutte det alle, men jeg lade ikke depressionen slå mig, jeg blev ved med at kæmpe.",OFF
3148,3149,67258,"@USER Hun arbejdede for @USER, før han fyrede hende for sine kommentarer til The View. Hun er inkonsekvent over det forbandede sted.",OFF
3149,3150,55432,"@USER @USER @USER @USER Obama hævder, at robust økonomi hører til ham, og Pelosi beskylder dårlig økonomi &quot;på Trump. Disse dolts er skizo.&quot;",OFF
3152,3153,92513,"@USER Så hvad du siger er, at det faktisk er kyllingeskit, og at du spiser kyllingeskit-URL",OFF
3155,3156,13720,@USER Politi anfører tyrann liberale ELSKER ordet farligt &quot;når man tænder deres får.&quot;,OFF
3161,3162,34571,"@USER @USER @USER Fuck you ... Hvis hun tør, hvorfor valgte hun ikke nogen anden granth..haha .. m sikker på, at hun leder efter noget reklame .. Bibel eller kuran. Uanset hvad hun havde til hensigt, men hun lavede et drama. Måske er hun ønsker at starte enhver virksomhed, der kræver offentlig intention.",OFF
3164,3165,60491,"@USER moral? Du mener at lide at abortere et spædbarn? Falsk beskylder mennesker? Antifa-vold? Sensurering af ytringsfrihed på campus? Plyndringer? Ligger du, mens du fylder Deep State? Hvilke moral?",OFF
3169,3170,46159,"@USER @USER du lægger ikke så mange tanker op i antifa goons, der ripper downtown seattle fra hinanden hver ferie",OFF
3173,3174,79023,"@USER Dommeren og en anden fyr er nødt til at komme ud og sige, at de er elskere og har været siden gymnasiet. Det ville virkelig kneppe med liberale. 😎",OFF
3175,3176,22102,"@USER @USER Sareena havde forkert at opføre sig sådan. Det er ikke racistisk bare sandhed. Jeg vil ikke have, at mine børn ser denne opførsel.",OFF
3183,3184,47242,"@USER Jeg synes, vi skulle gå efter Sen Feinstein, hvis hun virkelig var ligeglad med, at hun ikke ville have siddet om dette spørgsmål og gjort det politisk. Hun bruger dig, ligesom alle demokratiske kræftsøgere skal passe på, hvem du sælger din sjæl også",OFF
